,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
proper,0.000501093049900214,0.00031791299522446816,0.0005089283919901431,0.0003398067016628945,0.00023173201506332267
properly,0.0007554809799771238,0.0006680723591218984,0.0007238789548197758,0.0004719129388716096,2.482880652150972e-06
protect,0.0007553575081232932,0.0009375725312830153,0.00029104300572991177,0.00015902271320454727,0.0007811969898740871
protectant,0.000993849813502599,1.2681493594526226e-06,2.032152524832323e-06,1.6987451670618984e-06,2.444751885593173e-06
protected,0.00022595010932875136,0.0002304986800725085,0.00013858482332300816,5.736681063712475e-05,7.152773643620627e-05
protecting,0.00017037452347869178,0.00010568345421814594,2.0961270612236116e-06,3.7491799449179366e-05,0.0003950273244033626
protection,0.001972796407750915,0.0005885984631999694,0.0002641874550131266,0.00017442060843319817,2.451716024638693e-06
protective,0.0003368783620651751,0.00021435671168421914,5.558431611779093e-05,1.8154286053565936e-06,4.099954754616545e-05
protects,0.00038454720649536123,0.00013257071180556074,4.672543934290902e-05,1.7169928458835763e-06,0.0003786934232199226
provide,0.00035733071619540305,0.0005429813873655741,0.0006542175727950248,0.0003342894140177651,0.00010906881270335204
provided,0.0003953848210353568,0.0004590375341962148,0.0004762828292248269,0.0002827582486826568,7.53533573142647e-05
provides,0.0005051422829736087,0.00029244682389761135,0.0006703051945907311,0.0002021509853401496,0.00012436428268646703
psi,2.045809429098138e-06,1.2732901918838738e-06,0.0021759033028827765,1.7035524778605657e-06,2.4014743328602626e-06
pull,7.734425417847502e-05,0.0018761833843722042,0.0006946658697683341,0.0004243375165472101,0.0004399314323597745
pulled,2.0862636557439467e-06,0.0004904551363367927,9.949554673322295e-05,0.0003425921958906147,0.00020117090322939034
pulling,2.0680186610693476e-06,0.00044636085337567067,0.00013793009206589495,0.00016522008823754324,0.00016752408297486074
pump,2.078644822500267e-06,1.2813460503897238e-06,0.0028179711434444684,0.0022306335769227636,2.457843046717626e-06
pumps,2.069218787209489e-06,4.716154000591348e-05,0.00027644899682800246,0.0004301847910916886,2.4480160056706003e-06
purchase,0.000559199521861882,0.0015320783010399574,0.001302730870323587,0.0014714533925059173,0.0006268169135551205
purchased,0.0013203643276704091,0.0024333033604199824,0.002089602331454195,0.001955374886789101,0.0009037490137173285
purchasing,0.00019787166235192628,0.0002062754561158683,0.0003307430832422438,0.0002628355757905589,0.00019557689372014684
pure,0.0002632255594221624,0.0001958471346743145,7.39208854590465e-05,0.0001923283258304559,2.437690884034462e-06
purolator,2.046517375889014e-06,1.2636525532593155e-06,2.0318262847992567e-06,0.0005086717285553295,2.40106619005135e-06
purple,0.00012294607582772658,1.2700302933672282e-06,2.03519961618911e-06,0.0015747976276807097,2.439439919912798e-06
purpose,0.00011626464339556104,0.0004795217155474331,0.00021643241072419878,0.00011796879467127843,0.0014793138200446508
purposes,5.130474110492646e-05,6.517878385389049e-05,0.00020297161305916288,4.921949195997612e-05,0.0003937934035438167
push,2.0725534193463213e-06,0.0008609572721955509,0.00044571338299702866,0.0001491786148571145,0.00041851257684821764
puts,4.014762040672735e-05,0.00012055100622365286,0.00024564680880148187,2.0207031593818475e-05,0.00017270688703654777
putting,0.00034548487523596976,0.0007512508922138191,0.00023858568525747517,0.00042554105904707657,0.00035226857082517926
quality,0.0015805246665730568,0.005416212327507162,0.0024941325620258777,0.004374953046894821,0.0035644425979616413
quart,2.057015541763415e-06,1.2661233968718931e-06,2.0375653557884394e-06,0.0007198868304643886,2.4190360536980173e-06
question,0.00011689125979899856,8.48989133816795e-05,0.000219590589339748,0.00013774778728533357,2.453340460748591e-06
quick,0.002404722194474816,0.0010670579833493977,0.001384044899267856,0.0005696384701598709,0.0007692441838776636
quicker,8.059294056781981e-05,7.127682905060097e-05,9.922513933244872e-05,0.00011187511553447136,0.0002256047629305049
quickly,0.001045976082699339,0.0006306162729714111,0.0009954723799542899,0.0005572202471377599,0.0016168754254875216
quiet,2.0705408600845715e-06,7.789616555664782e-05,0.000449864578002258,0.0006504126406993803,2.4269372488339726e-06
quite,0.001219373980033012,0.0011572359526119617,0.001089259832268176,0.0007160053528774179,0.0023074764586453714
rack,2.0489868937914972e-06,0.00046582576390470854,2.0460196865565583e-06,1.3707183277898062e-05,2.4384664846624734e-06
radiator,2.051553257476995e-06,1.3215718747091112e-06,0.00014241368483323304,0.0006030555820327668,2.4147696472115273e-06
radio,2.121519461449159e-06,1.2954799248798798e-06,0.0007438261775403351,1.715557916673367e-06,7.385634033260154e-05
rag,0.00013889506919800436,1.269589183541259e-06,2.034366751399891e-06,1.7049479501105878e-06,0.0008367767666839717
rags,0.00015207760579091944,1.2673903123013088e-06,2.0500294554863893e-06,1.7171005966011442e-06,0.0004976744931515025
rain,0.0008509185415797309,1.3021163168995563e-06,5.835021543922331e-05,0.002988645761815557,0.0009845036876182719
rainx,2.0945136327852312e-06,1.263828806919162e-06,2.0320861339825514e-06,0.0016155266467611242,2.438347334415712e-06
rainy,6.847552928943931e-05,1.287019106224745e-06,5.50449843011748e-05,0.0002388709432692236,0.00022067733998117645
raise,2.0473056518667965e-06,0.0003840916691446144,8.703049132592172e-05,1.7205146329463023e-06,2.4029719561102833e-06
ram,2.1819157539916732e-06,0.0002869661913653872,2.068688901466145e-06,0.000202245320627183,2.413013079730543e-06
ramp,2.0975651255568382e-06,0.0003737657967159567,2.0340718147850676e-06,1.6977812011932814e-06,2.404658739926362e-06
ramps,2.049921294619393e-06,0.00065160473660966,2.0466589167955175e-06,1.7132230592617347e-06,2.4093750503634454e-06
ran,0.0001948180976055776,7.338613218610552e-05,0.0008274333743615739,0.0006562707535471498,2.4649161865557446e-06
range,5.599365605460655e-05,0.00034820169384377776,0.00039653199564276896,0.00014891205862628892,0.0002483676090953741
ratchet,2.0488952726597296e-06,0.0005316351688184666,2.0386977063901565e-06,1.722028791156859e-06,2.4016566523107613e-06
rate,0.00015819534545526753,0.00015746144235942152,0.00038909345987721825,0.00041214432626415396,7.807531765689063e-05
rated,0.00013985109540338072,0.0004011791878496979,0.0004861930912726733,0.00031031424801814314,2.43540901192452e-06
rating,0.00023455242376753158,0.0005477608878593856,0.0003027344856366578,0.0003067115081130937,0.0001224216326887718
reach,2.0763721831641776e-06,0.0003243510129426738,0.0012599744656525825,8.725584669103051e-05,0.0016189456784965145
read,0.0009593819264574359,0.0009716953539370608,0.0025363235143754004,0.001828598199873291,2.46835800809897e-06
reader,2.045464960057372e-06,1.2650719220571313e-06,2.067876407338802e-06,0.0005593414667879188,2.398132464324026e-06
reading,0.00047777378754562655,0.0003930961510209257,0.0018018372715435972,0.0004769467522307254,2.4375791262583836e-06
readings,2.049911465354039e-06,1.2794176863478705e-06,0.0007232335797014887,1.7035554550058966e-06,2.397828436544982e-06
reads,2.0663393083768393e-06,2.2002355569182483e-05,0.0004546699019363757,0.0001381849950927559,2.4206199133963173e-06
ready,0.0003492980886920212,0.00024151614829948751,0.0011933852642003558,0.000337477113991977,0.00037366205482651656
real,0.000873729734207731,0.0010233750837982955,0.0006690186186094133,0.0008703930848977032,0.0007744753880426224
realize,0.00010850460725680817,0.000165556267173784,0.00016197989828871783,0.00016219207798330544,8.425493615000036e-05
realized,7.103021882392989e-05,0.00010893973148586028,5.9185284833237335e-05,0.00017899438832414717,0.00014132913209926345
really,0.0076098898668074885,0.005318827954858045,0.002905116624233628,0.0035114227754460513,0.007274259438368166
rear,2.11906080508852e-06,0.00237485658720649,2.082957168934824e-06,0.0010177455201540906,6.036824477489044e-05
reason,0.0007076587522156493,0.000722721263728997,0.0005575052901704828,0.0006394572278860534,0.0004528125450434391
reasonable,0.00020664137834774384,0.000342358144747285,0.00023721220087058575,0.0002217747918900937,0.000383247015054397
reasonably,0.00011654201034130993,0.00024396463501912745,0.00012516552870167085,0.00021336340461194692,0.00013656807249784125
reasons,0.00013984194811517736,0.00016850958516001979,0.00020320276053516643,0.00011346125205828758,2.472397516744925e-06
received,0.0003493598708946955,0.0009056267893787593,0.00037228896202346563,0.0005162764256573944,0.000175748413459187
receiver,2.048884430321131e-06,0.001156761928765448,2.06139997338783e-06,1.6925228302224445e-06,2.404998345805963e-06
recent,8.079496494503299e-05,6.951469022301763e-05,0.00012306676252881777,0.00021773273187647023,2.4815339231616166e-06
recently,0.0007354953650780312,0.00032420783429904215,0.00034267176365491454,0.0006403919314493482,2.4755026943587634e-06
recharge,2.0715028087530254e-06,1.2663995071914746e-06,0.0007129974835000745,1.7554215408870611e-06,2.4152694440176887e-06
recommend,0.0036228703097359893,0.00402748891579588,0.0024035035984305638,0.0027024867421468536,0.003565049922016884
recommendation,0.00028145795236375165,5.3308660421130874e-05,3.769177357549639e-05,0.00018859060296821904,7.194902644849217e-05
recommended,0.0012030767954956825,0.0005890128304053983,0.0006788213410290991,0.0016056979499893943,0.0009134571459616882
red,0.0005758825663311051,0.0008201001203160983,0.0010391157492068324,0.0005012222336533104,0.0003499146086838346
reduce,3.175342686820655e-05,0.00022514250016565822,0.00013709960124924815,0.00011634275777137529,0.0004431671960796543
refill,0.00029973916921100164,1.2781504237264023e-06,7.221874750132714e-05,0.00028870070968089025,2.499544650524978e-06
regular,0.0009508987028098347,0.0006248105619597581,0.0006117690914016117,0.00082245609967472,0.0008929255117003744
regularly,0.00025349306659705283,1.2851406376188729e-06,0.00018281656756733247,0.00026152741476259634,0.00019247740253871477
regulator,2.045443168524681e-06,1.2830461753761387e-06,2.187956025471635e-06,1.7282480260170124e-06,0.0007092863641539999
relatively,0.00021499237984893727,0.00016908412711404743,0.00023753902443818554,0.0002327065367133489,0.0001710816408466261
relay,2.0456590831700966e-06,1.2888139315918726e-06,0.0009467197545749089,1.69265843935734e-06,2.4002055203567987e-06
release,2.57496949265145e-05,0.0007957681394090053,2.107262987758582e-06,3.970781208216406e-05,1.8574787289797613e-05
reliable,1.3881605452683177e-05,0.00015746122199498141,0.0004446996902372249,0.00011597274680701855,2.446743268822234e-06
remaining,0.00023786145077344287,7.703876465159445e-05,0.00016816194577345042,4.014305973462016e-05,6.272141284689088e-05
remains,0.00010913304172390829,6.324198104731663e-05,8.572414007411121e-05,0.00015300121259943905,0.0001649957895186268
remember,0.0006189936758897474,0.00038720571404522356,0.00042446989603738965,0.0004164920745482586,0.0004083399673858455
remote,2.0458172189990054e-06,1.2962355874496892e-06,0.0006317566411959759,1.717535635958643e-06,2.4108770536209757e-06
removal,0.0005641553619215905,0.0001986214012598047,2.0808925021347498e-06,0.00058914391409163,0.00017313260151450972
remove,0.00491961570999991,0.0022504998030728504,0.00023060579710528026,0.0017947034015169244,0.002090044720325923
removed,0.0012393311460442947,0.0005792580334796806,0.0002790790662698928,0.00044762807990830674,0.0006546016686777608
remover,0.0006665291194013886,1.2870633317792955e-06,2.063140662282545e-06,1.709721528364931e-06,2.4827341956382546e-06
removes,0.00045677316469213054,1.285142444630776e-06,2.0406776149957746e-06,1.7215395471705032e-06,0.0004521246702965147
removing,0.0013396462336922918,0.0003838781065195645,9.354254073444719e-05,0.000639461256409965,0.0008786578094388327
repair,4.7690876941924146e-05,0.00028173097153855805,7.075238079930817e-05,0.0013704467562880324,0.00031842078763432606
repairs,2.070060363378255e-06,1.2861850761702235e-06,9.462435877404579e-05,0.000416569454166444,0.0001555717170739365
replace,2.073561476405689e-06,0.0022926092683037305,0.0006490464738701392,0.003927678947024867,3.5952581249224666e-05
replaced,5.5095950466753717e-05,0.0013472109978323098,0.0005174637135471016,0.0022823801294014926,2.4501712126370116e-06
replacement,2.081992494544682e-06,0.0012726136356998898,0.00041912228919608344,0.0024317812439749184,2.4280835496294374e-06
replacing,2.081194872487152e-06,0.00047708885719079363,2.0683888684796373e-06,0.001494196607812853,2.4448050847061884e-06
report,7.625413639338371e-05,0.00010037361572442428,0.0002107223905529626,0.0003100773519265647,2.4753685544177394e-06
require,0.00036990013919492543,0.00015474049895482307,0.0003937651926366514,0.00036438131026412493,0.00035278930551595314
required,0.0004153554543839224,0.0004239521460744312,0.00022647278163939893,0.0005375485144955219,0.0001837210574090905
requires,0.00027237899059503876,0.000270257773938236,0.0002719360498690462,0.00048133265676611063,0.0001897197702615976
research,0.00015309743381819894,0.00013464912576837063,0.00015478110997138762,0.0008809939102572148,2.4502148779307676e-06
reset,2.0810583522890936e-06,1.2734001944559365e-06,0.0002663953399595496,0.0004746271852139677,2.4026378980783956e-06
residue,0.0012271525173047605,1.2672222534007362e-06,2.037213808163775e-06,1.7079652756873055e-06,0.000963503181839022
resistance,2.090976001425009e-06,9.730857503538073e-05,0.00017230716298138516,0.0001230886087885383,0.00011813016546894055
rest,0.0003092884233382584,0.00037963265796944274,0.00025591124574098393,0.00045607746731952503,0.0005808802622853523
restoration,0.0006155291075813354,1.27462496101685e-06,2.0364030399686154e-06,1.6975696886661764e-06,2.406207478381399e-06
restore,0.0006654311192327377,1.2705147822152656e-06,0.0001149482010123026,1.716467023168129e-06,2.4440974051535402e-06
result,0.001139633554172478,0.0001518269565637879,0.00017865474644005846,0.0002139439613202822,0.00011503877788054473
results,0.005215884170821942,5.605877129589059e-05,0.00033065517918576183,0.0004670756037845659,2.45988109354838e-06
return,8.4052341606005e-05,0.00042339392716690997,0.00015512433030489864,0.0006118668940142364,6.046591502419376e-05
returned,2.2123681966403023e-06,0.0003007907239160478,0.00038114818124226267,0.0001641038663096268,2.4715489223176884e-06
reverse,2.1929419274258436e-06,0.00033829466212575055,0.0001305690776054077,4.354662080447408e-05,2.4352684231386658e-06
review,0.0012173155319387197,0.0008799426507954886,0.000642518097035796,0.0019456875949724148,0.0005643123821384024
reviewer,0.00013685288113010323,0.00019398379877549456,0.00012711611466394827,0.0001421701750925155,0.00021043175351722582
reviewers,0.0001222973141139303,0.00038926161447494517,0.0002970886862623176,0.0002846084335256497,0.0003771344669592685
reviews,0.0014632998473683128,0.0012574581194054295,0.0008984280100204386,0.001467897657377526,0.0008221254669920307
rid,0.0002703571562738856,8.002698162780435e-05,2.0917994341702764e-06,3.2816730019572454e-05,0.0006927450136823657
ride,6.532347850359811e-05,0.0004290226681976867,0.0005313892307810073,1.7328287509538538e-06,0.00026551643524395284
ridge,2.04898847846378e-06,0.00043691959411273196,2.038258202627296e-06,1.7219384594251452e-06,2.402831764753644e-06
riding,2.0954089217639877e-06,0.0004167938982411228,0.0009899899258964515,1.7273661943007775e-06,2.551128812147732e-05
