,asin,Category,Clean_Reviews,predicted
1480,B0002UEMZ2,Auto,company makes best clear silicone sealer ive ever mechanic always threadlocker occasionally received little tube rest order yet apply but seen works another tool must go along magnetic grabber claw grabber know found,Topic 3
1481,B0002UEMZ2,Auto,frequently blue threadlocker restoration projects adds extra insurance putting together suspension components parts subject vibration easy disassemble necessary unlike red threadlocker must auto enthusiasts tool,Topic 5
1482,B0002UEMZ2,Auto,certain fastener applications vibration rubber bushings must make sure tightening bolts ther correct torque specifications,Topic 1
1483,B0002UEMZ2,Auto,bought put bolts saiga 45x39 project every thing holds strongi recommend one small projects dont want screws coming apart,Topic 1
1484,B0002UEMZ2,Auto,ive always fan loctite brand threadlocker but honestly say permatex brand works well order blue still wish remove bolt order red permanent lock needing heat remove,Topic 3
1485,B0002UEMZ2,Auto,isnt first time using keep coming back works well holding fasteners place make sure not grease contaminants yet still possible unscrew moderate amounts force,Topic 1
1486,B0002UEN1A,Auto,high temp correct although advise using head gasket works supposed no problems small enough toss dry opened,Topic 1
1487,B0002UEN1A,Auto,required applications friend builds engines living uses everywhere never failure,Topic 1
1488,B0002UEN1A,Auto,open tube brands short pot life one get whole tube no matter long takesthe tube also stronger dont end handful stuff coming not supposed toi brand quantity know road open new tube stuff one finished,Topic 3
1489,B0002UEN1A,Auto,excellent rtv high temp sealant shovel heads exhaust gaskets stop minor leak worked charm not blown miles,Topic 1
1490,B0002UEN1A,Auto,know otherwise gasketmaker automotive needs reseal rear differential worked great,Topic 2
1491,B0002UEN1U,Auto,shipped perfect condition great great price amazoncom finding coupons world terms choose save time money conveyance getting homesometimes receiving home biggest coupon saves time next big savings super saver free shipping,Topic 1
1492,B0002UEN1U,Auto,seems hold well parts motor constantly exposed engine oil thin coat gaskets exposed oil oil pan rear main cap parting line intake corners etc far always worked well ive never experienced leak areas,Topic 2
1493,B0002UEN1U,Auto,rtv intended primary engine gasket maker temperature oil resistant but also works well general purpose rtv nearblack dark gray color desirable true application making gaskets mounting car speakers odd sized door application required custom spacers worked greatthe dark color especially troublesome get hands disposable gloves applicationthis package small squeeze tube not easiest application regular bead easier slightly larger calkgun sized package consider larger quantity also helpful,Topic 2
1494,B0002UEN1U,Auto,f150 2wd rear end cover sealed without issues not seem work well tried plastic center cap though,Topic 4
1495,B0002UEN1U,Auto,always permatex creates nice products another help seal around knock sensor harness replaced along knock sensors newly tahoe z71 easy setup seal helping avoid water getting rear knock sensor great exactly need best wore gloves easier cleanup highly recommend,Topic 1
1496,B0002UEN1U,Auto,permatex ultrablack wonderful stuff tough sealant not tend harden tube always ready take cap unfortunately particular item ounceso not good deal price no info item posting notice image 5oz package didnt go ounce tube much better deal stars stars incomplete description,Topic 5
1497,B0002UEN1U,Auto,high temp silicone gasket sealant stopping leaks forming makeshift seal pinch cant find gasket,Topic 1
1498,B0002UEN1U,Auto,bought thought red permatex diff leaking turns pinion seal leak dripping ive heard good things permatexs products dont expect less thisfor differential covers red stuff worked fine bit cheaper,Topic 4
1499,B0002UEN1U,Auto,would recomend diyr great around garage need gasket fly remeber let gasket cure hours,Topic 2
1500,B0002UEN1U,Auto,works great gaskets small leaks temp fixes permanent uses endless liquid rubber dries oil resistant gasket whats not lose cap even make another one substance,Topic 1
1501,B0002UEN1U,Auto,rtv create gasket f150 differential cover tube diff cover ensure adequate coverage applied around bolt holes begins get tacky minutes installed diff cover finger tightened bolts let approx hour tightened bolts oem specs filled gear oil no leaks,Topic 4
1502,B0002UEN1U,Auto,valve cover gasket replacement o2 safe good no leaks using bmw gasket,Topic 4
